ID,POSITION NAME,NUMBER OF POSITIONS APPROVED,NUMBER OF POSITIONS FILLED,POSITIONS RECRUITED THEMSELVES,MINIMUM AGE REQUIRED,MAXIMUM AGE REQUIRED,YW STAFF MATCH NUMBER,ZIP CODE,PARTS OF CITY,WILL YOU BE WORKING OUTSIDE,DRESS CODE,YOUTH WORKING WITH COMPUTERS,CAREER INTEREST FOR POSITION,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,SECOND LANGUAGE,SECOND LANGUAGE PROFICIENCY,SCHOOL REQUEST,GRADE REQUEST
11671,YOUTH CAMP COUNSELOR,35,0,35,14,21,0,21206,EAST,NO,NO,NO,"CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
CLERICAL OFFICE WORK,
CAMP COUNSELOR,
","MICROSOFT,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,410 SCHOOL OF INTELLIGENCE,"GRADE 10,
"
11668,CAMP COUNSELOR,3,0,3,16,21,0,21206,EAST,YES,NO,NO,"CUSTODIAL,
CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
CAMP COUNSELOR,
","SWIMMING,MICROSOFT",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"GRADE 10,
"
11805,1ST - YOUTH CAMP COUNSELOR,1,0,1,16,21,0,21225,SOUTH,YES,NO,NO,"CUSTODIAL,
RECREATION AND SPORTS,
STEM,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11804,PHOTOGRAPHY AND VIDEOGRAPHY,5,2,5,15,21,0,21216,WEST,NO,NO,NO,,"PLAYS INSTRUMENT,VISUAL ARTS,MICROSOFT,POETRY,DANCING,CADD",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11804,SOCIAL MEDIA AND MARKETING,5,4,5,14,21,0,21216,WEST,NO,NO,NO,,"PLAYS INSTRUMENT,VISUAL ARTS,MICROSOFT,POETRY,DANCING,CADD",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,"GRADE 8,
"
11804,FASHION SHOW TEAM,5,2,5,14,21,0,21216,WEST,NO,NO,NO,,VISUAL ARTS,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11804,TALENT ACTS,5,0,5,14,21,0,21216,WEST,NO,NO,NO,,"PLAYS INSTRUMENT,VISUAL ARTS,MICROSOFT,POETRY,DANCING,CADD",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11817,YOUTH CAMP COUNSELOR,11,0,7,14,21,4,21215,WEST,YES,NO,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
RECREATION AND SPORTS,
STEM,
COMMUNITY SERVICE,
VISUAL ARTS,
CAMP COUNSELOR,
PRE-SCHOOL CHILDCARE,
","PLAYS INSTRUMENT,VISUAL ARTS,MICROSOFT,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11809,OFFICE SERVICES CLERK,8,7,8,14,21,0,21201,DOWNTOWN,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11820,CAMP COUNSELOR,4,0,0,16,20,4,21217,WEST,NO,NO,NO,,"VISUAL ARTS,SWIMMING",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11820,OFFICE ASSISTANT MORNING,4,0,0,17,20,4,21217,WEST,NO,YES,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11559,STUDENT WORKER,15,0,15,14,18,0,21213,EAST,NO,NO,NO,,"SWIMMING,OFFICE EQUIPMENT,MICROSOFT,POETRY",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11826,YOUTH ANALYST,4,0,0,16,19,4,21218,NORTH,NO,YES,YES,,MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11826,ANALISTA,1,0,0,16,21,1,21218,NORTH,NO,YES,YES,,MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,SPANISH,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,"12TH GRADE CERTIFICATION OF COMPLETION,
GED,
HS GRAD / DIPLOMA,
"
11540,ADMINISTRATIVE INTERN,1,0,0,16,21,0,21202,DOWNTOWN,NO,YES,YES,"CUSTODIAL,
CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
","OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11828,RECREATION ASSISTANT,3,1,0,16,21,3,21230,SOUTHEAST,YES,NO,NO,"CUSTODIAL,
RECREATION AND SPORTS,
CAMP COUNSELOR,
",SWIMMING,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11796,YOUTH CAMP WORKER,3,3,3,14,15,0,21223,WEST,NO,NO,NO,"CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11731,YOUTH OFFICE AIDE,1,0,1,16,18,0,21205,EAST,YES,YES,NO,"GOVERNMENT/PUBLIC SERVICE,
CLERICAL OFFICE WORK,
",OFFICE EQUIPMENT,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11731,YOUTH CAMP ASSISTANT- MORNING,1,0,1,16,21,0,21205,EAST,YES,YES,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
RECREATION AND SPORTS,
CAMP COUNSELOR,
",SWIMMING,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11842,MGP - HIGH SCHOOL INTERN,6,0,6,16,21,0,21208,NORTH,NO,NO,NO,"CUSTODIAL,
CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
TEACHER'S AIDE,
CAMP COUNSELOR,
","OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11842,MGP RESEARCH ASSISTANT,15,0,15,14,15,0,21208,NORTH,NO,NO,NO,"CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
TEACHER'S AIDE,
",MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11814,YOUTH CAMP ASSISTANT,3,0,3,16,21,0,21217,WEST,YES,NO,NO,"CUSTODIAL,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
CAMP COUNSELOR,
","SWIMMING,DANCING,CADD",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11844,LEADERSHIP FELLOWS,30,0,30,14,18,0,21201,DOWNTOWN,NO,NO,NO,,"VISUAL ARTS,MICROSOFT,POETRY",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11846,SAILING INSTRUCTOR TRAINEE YEAR 1,10,0,7,14,17,3,21230,DOWNTOWN,YES,NO,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
HOSPITALITY/TRAVEL,
PORT OR MARITIME INDUSTRY,
",MICROSOFT,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"GRADE 8,
"
11846,SAILING INSTRUCTOR TRAINEE YEAR 2,7,0,7,15,18,0,21230,DOWNTOWN,YES,NO,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
HOSPITALITY/TRAVEL,
PORT OR MARITIME INDUSTRY,
COMMUNITY SERVICE,
",MICROSOFT,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11851,STUDENT,150,0,150,14,18,0,21215,WEST,NO,YES,YES,,MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11852,YOUTH COMMUNITY SERVICE WORKER,20,0,0,14,16,20,21215,NORTH,NO,YES,NO,"BUSINESS/FINANCE,
COMMUNICATION/MEDIA,
CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
ENVIRONMENTAL/GREEN,
CLERICAL OFFICE WORK,
RETAIL (16+ YEARS OLD ONLY BY JUNE 23RD),
COMMUNITY SERVICE,
","OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11722,CAMP AIDE- AFTERNOON,10,0,10,14,21,0,21213,EAST,YES,NO,NO,"CUSTODIAL,
RECREATION AND SPORTS,
TEACHER'S AIDE,
CAMP COUNSELOR,
PRE-SCHOOL CHILDCARE,
","VISUAL ARTS,OFFICE EQUIPMENT",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11722,YOUTH OFFICE ASSISTANT,1,0,1,14,21,0,21213,EAST,NO,NO,NO,"BUSINESS/FINANCE,
CLERICAL OFFICE WORK,
","OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11713,EMPLOYMENT ASSISTANT INTER,1,0,0,14,21,1,21205,EAST,NO,YES,YES,"CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
TEACHER'S AIDE,
","OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,410 SCHOOL OF INTELLIGENCE,NO PREFERENCE
11861,CAMP COUNSELOR,4,0,2,16,18,2,21214,EAST,NO,NO,NO,,"SWIMMING,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11873,YOUTH CAMP COUNSELOR ,14,0,7,15,21,7,21206,EAST,NO,NO,NO,,"VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11874,SUMMER LEARNING ASSISTANT,5,0,5,14,21,0,21214,NORTH,NO,YES,NO,"RECREATION AND SPORTS,
STEM,
MUSICAL ARTS,
TEACHER'S AIDE,
PRE-SCHOOL CHILDCARE,
","MICROSOFT,POETRY",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11875,SUMMER LEARNING ASSISTANT,5,0,5,14,21,0,21230,SOUTH,NO,YES,NO,"RECREATION AND SPORTS,
STEM,
MUSICAL ARTS,
TEACHER'S AIDE,
PRE-SCHOOL CHILDCARE,
","MICROSOFT,POETRY",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11882,CLASSROOM SUPPORT/AIDES ,30,0,15,14,21,15,21216,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11805,2ND - YOUTH CAMP COUNSELOR,1,0,1,16,21,0,21225,SOUTH,YES,NO,NO,"CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11805,3RD - YOUTH CAMP COUNSELOR,1,0,1,16,21,0,21225,SOUTH,YES,NO,NO,"CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),407 SCHOOL FOR LEARNING,NO PREFERENCE
11890,SUMMER LEARNING ASSISTANT,5,0,5,14,21,0,21214,EAST,NO,YES,NO,"RECREATION AND SPORTS,
STEM,
MUSICAL ARTS,
TEACHER'S AIDE,
PRE-SCHOOL CHILDCARE,
","MICROSOFT,POETRY",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11891,SUMMER LEARNING ASSISTANT,5,0,5,14,21,0,21224,SOUTHEAST,NO,YES,NO,"RECREATION AND SPORTS,
STEM,
MUSICAL ARTS,
TEACHER'S AIDE,
PRE-SCHOOL CHILDCARE,
","MICROSOFT,POETRY",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,"GRADE 9,
"
11892,SUMMER LEARNING ASSISTANT,7,0,7,14,21,0,21217,WEST,NO,YES,NO,"RECREATION AND SPORTS,
STEM,
MUSICAL ARTS,
TEACHER'S AIDE,
PRE-SCHOOL CHILDCARE,
","MICROSOFT,POETRY",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11897,CUSTODIAL ,2,1,2,14,21,0,21212,EAST,NO,NO,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
",,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"GRADE 8,
"
11905,YOUTH CUSTODIAN,5,1,0,14,21,5,21239,EAST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11731,YOUTH CAMP ASSISTANT- AFTERNOON,1,0,1,16,21,0,21205,EAST,YES,YES,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
RECREATION AND SPORTS,
CAMP COUNSELOR,
",SWIMMING,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11900,YOUTH HOUSEKEEPER ,3,0,3,18,21,0,21201,DOWNTOWN,NO,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,"407 SCHOOL FOR LEARNING
410 SCHOOL OF INTELLIGENCE",NO PREFERENCE
11900,YOUTH DIETARY AIDE,3,0,3,18,21,0,21201,DOWNTOWN,NO,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11900,YOUTH CLERICAL AIDE,3,0,3,18,21,0,21201,DOWNTOWN,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11648,YOUTH CAMP COUNSELOR- MORNING,20,0,20,14,21,0,21229,WEST,NO,YES,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11667,CAMP ASSISTANT - AFTERNOON,1,0,0,16,21,1,21216,WEST,YES,NO,NO,"TEACHER'S AIDE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"12TH GRADE CERTIFICATION OF COMPLETION,
GED,
HS GRAD / DIPLOMA,
"
11667,CAMP ASSISTANT- EVENING,1,0,1,16,21,0,21216,WEST,YES,NO,NO,"TEACHER'S AIDE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11928,RECREATION LEADER,3,0,1,16,21,2,21206,EAST,NO,NO,NO,"RECREATION AND SPORTS,
TEACHER'S AIDE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,MICROSOFT,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11934,SOCIAL MEDIA ASSISTANT,1,0,0,16,21,1,21231,DOWNTOWN,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11929,YOUTH CAMP COUNSELORS- MORNING,1,0,0,16,21,1,21224,SOUTHEAST,YES,NO,NO,"CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
TEACHER'S AIDE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11934,EVENT COORDINATOR,1,0,0,16,21,1,21231,DOWNTOWN,NO,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11934,OFFICE MANAGER,1,0,0,16,21,1,21231,DOWNTOWN,NO,NO,YES,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11938,CAMP HELPER,3,0,3,16,21,0,21227,SOUTH,YES,NO,NO,"TEACHER'S AIDE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,407 SCHOOL FOR LEARNING,NO PREFERENCE
11738,YOUTH CAMP HELPER,3,0,2,16,21,1,21230,SOUTH,YES,NO,NO,"TEACHER'S AIDE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11942,CAREER & ACADEMIC INTERNSHIP,32,0,32,14,19,0,21250,WEST,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11948,YOUTH CAMP COUNSELOR- MORNING,5,0,5,15,21,0,21217,WEST,NO,NO,NO,"CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
MUSICAL ARTS,
TEACHER'S AIDE,
CAMP COUNSELOR,
PRE-SCHOOL CHILDCARE,
","VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11868,HEAD CAMP COUNSELOR,6,0,6,14,21,0,21215,NORTH,YES,YES,NO,"COMMUNICATION/MEDIA,
CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
CAMP COUNSELOR,
","VISUAL ARTS,MICROSOFT,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,HEBREW,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11868,CAMP COUNSELOR 1,3,0,3,14,21,0,21215,NORTH,YES,YES,NO,"COMMUNICATION/MEDIA,
CONSTRUCTION/MANUFACTURING,
CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
VISUAL ARTS,
MUSICAL ARTS,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,HEBREW,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11868,CAMP OFFICE ASSISTANT,3,0,3,16,21,0,21215,NORTH,NO,YES,YES,"COMMUNICATION/MEDIA,
CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
","OFFICE EQUIPMENT,MICROSOFT,CADD",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,HEBREW,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11652,CAMP ACTIVITY ASSISTANT,3,0,0,18,21,0,21211,NORTH,YES,NO,NO,"RECREATION AND SPORTS,
CAMP COUNSELOR,
","SWIMMING,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11887,STUDENT LEADERS,30,0,30,15,20,0,21216,NORTH,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
